lnL Kappa Omega Scale Phi Delta_lnL Convergence Phi_sim Gene
-10282.21 3.114933 0.1322467 1.057885 2.279698 1.321091 0 2.57142859557644 ENSG00000106701_FSD1L
-210820.7 2.550763 0.3490237 0.9823148 0.9716527 -0.001314843 0 1.78399744955823 ENSG00000160299_PCNT
-12156.45 3.00189 0.05434984 1.152186 3.521252 4.482094 0 2.39708443055861 ENSG00000117222_RBBP5
-26307.13 2.371779 0.1970428 0.9917429 1.486668 0.2901128 0 1.07655691704713 ENSG00000005206_SPPL2B
-31842.83 3.088232 0.5837112 1.011657 3.312334 3.728601 0 2.11942057753913 ENSG00000166246_C16orf71
-9013.222 3.454486 0.1336775 1.005138 1.42327 0.233256 0 1.40243995492347 ENSG00000124713_GNMT
-59998.41 3.204093 0.1873176 1.048177 3.928577 6.70863 0 2.92070139432326 ENSG00000086015_MAST2
-48891.01 3.20337 0.6183024 0.9467247 0.3298238 1.709738 0 0.485655453521758 ENSG00000164304_CAGE1
-7433.674 2.728559 0.1186241 1.020396 1.723535 0.6531479 0 1.12843121658079 ENSG00000124164_VAPB
-19171.52 2.383218 0.402655 1.003429 3.323905 2.353306 0 2.41204978711903 ENSG00000275183_LENG9
-33878.67 2.309613 0.1499562 0.966515 0.176125 5.132433 0 0.533615912077948 ENSG00000110619_CARS
-23749.09 3.420869 0.2812021 0.9871343 1.119159 0.01805917 0 0.972040843684226 ENSG00000154957_ZNF18
-34708.01 2.588668 0.4807883 0.9833923 0.9889237 0.0004531021 0 1.95424650795758 ENSG00000159239_C2orf81
-47703.03 3.325261 0.2974618 0.9613681 0.5332168 0.6782575 0 1.73985382472165 ENSG00000145390_USP53
-7424.783 3.020881 0.1865093 1.010305 1.844321 0.8170025 0 1.75756632070988 ENSG00000265491_RNF115
-11957.42 2.705333 0.2881961 0.9741972 0.8952153 0.02936669 0 0.799148681340739 ENSG00000178053_MLF1
-10923.83 2.783611 0.2343435 0.9907512 1.421225 0.2837653 0 1.76294918661006 ENSG00000106809_OGN
-11863.57 2.544594 0.1570206 0.9802758 0.6709012 0.331691 0 1.42199823400006 ENSG00000107829_FBXW4
-31231.57 2.302432 0.1219733 1.002172 1.769734 0.5114083 0 1.61160050961189 ENSG00000158321_AUTS2
-27301.61 2.489877 0.167803 0.9658253 1.29652e-05 2.669642 0 0.125336005585268 ENSG00000158158_CNNM4
-11580.64 2.795638 0.06249125 1.077419 4.77696 7.07314 0 2.55717697483487 ENSG00000183508_FAM46C
-2914.42 3.003414 0.3355697 0.9603213 0.3579283 0.6971908 0 0.512384538771585 ENSG00000178172_SPINK6
-15976.05 2.936863 0.1468405 1.096731 3.455223 3.147505 0 2.87936515174806 ENSG00000014824_SLC30A9
-14137.32 2.353631 0.1424281 1.076506 4.336663 6.900651 0 1.756629250478 ENSG00000083123_BCKDHB
-8642.066 3.253751 0.2794509 0.9741192 0.4357043 1.149941 0 0.846626722952351 ENSG00000149932_TMEM219
-14211.62 3.801095 0.1957321 0.9501336 0.1605776 2.988826 0 0.444929424673319 ENSG00000165078_CPA6
-9370.29 2.213052 0.209968 0.9895531 0.9173484 0.01707911 0 1.34283944964409 ENSG00000187135_VSTM2B
-48403.1 3.025938 0.1829892 1.016351 1.801749 0.7810183 0 1.62897947290912 ENSG00000075151_EIF4G3
-13041.72 2.175251 0.1794947 0.9820067 0.9813692 0.0008636723 0 1.29803010541946 ENSG00000205629_LCMT1
-36853.21 2.459989 0.2307146 0.9752737 8.711065e-05 3.025084 0 0.0947962130885571 ENSG00000110719_TCIRG1
-32873.64 2.731649 0.0661885 1.040393 2.227375 1.545147 0 1.66639618668705 ENSG00000090863_GLG1
-6931.212 1.834848 0.2096067 0.9865545 1.343625 0.2038263 0 1.59297684906051 ENSG00000149600_COMMD7
-16927.99 3.515493 0.1727322 0.9649659 0.2788473 2.452962 0 0.438843381358311 ENSG00000137674_MMP20
-34963.46 3.067263 0.1517967 1.000151 1.747818 0.5476906 0 2.07653412921354 ENSG00000140400_MAN2C1
-10043.95 2.764251 0.2564848 1.010889 3.550083 1.901738 0 2.39092249958776 ENSG00000213889_PPM1N
-33704.15 3.166472 0.3455819 1.020536 3.266128 4.65823 0 2.79002104047686 ENSG00000276747_PADI6
-17721.44 2.991491 0.3090356 0.9908127 1.263621 0.6185598 0 1.41317136422731 ENSG00000167098_SUN5
-38591.5 2.076529 0.2470239 0.9941081 1.671401 0.754154 0 1.17866473342292 ENSG00000160255_ITGB2
-47181.56 3.773367 0.2206039 1.062785 5.123641 7.492184 0 2.79283059365116 ENSG00000163482_STK36
-10209.34 2.251021 0.06523688 0.975902 0.5589435 0.3834848 0 1.08217490371317 ENSG00000162989_KCNJ3
-24709.58 3.129736 0.1019362 0.9889773 0.9313603 0.008759424 0 1.27362508582883 ENSG00000158636_C11orf30
-27554.32 3.412908 0.2672431 0.9887841 1.229996 0.06949766 0 1.48004769603722 ENSG00000122121_XPNPEP2
-31329.27 2.878597 0.1198758 1.040459 2.89765 4.118789 0 2.26991673256271 ENSG00000118503_TNFAIP3
-7203.879 2.599342 0.2079348 0.9438414 1.155595e-07 4.163681 0 0.182586244074628 ENSG00000078124_ACER3
-41707.95 2.6609 0.1373631 0.9834041 0.912295 0.00823978 0 1.47350175445899 ENSG00000102780_DGKH
-38944.12 2.24271 0.3035445 0.9915162 1.787383 1.058976 0 2.15113125555217 ENSG00000141524_TMC6
-31423.67 3.09743 0.01594398 1.02704 1.417617 0.2814847 0 2.49631132814102 ENSG00000141367_CLTC
-18170.13 2.371641 0.3320895 0.9872569 1.676026 0.8269568 0 1.28386476519518 ENSG00000148483_TMEM236
-9470.102 2.587459 0.04441299 0.9874686 0.7382212 -0.05346664 0 0.295164413983002 ENSG00000136944_LMX1B
-48748.11 2.676854 0.1233636 0.987491 0.7787037 -0.002405533 0 1.09899185271934 ENSG00000019144_PHLDB1
-15727.85 3.47879 0.04033306 0.9563914 5.861444e-06 8.368738 0 0.0735631641000509 ENSG00000033050_ABCF2
-16145.76 2.60539 0.162095 0.98462 0.8134487 0.14464 0 0.686226330231875 ENSG00000140368_PSTPIP1
-35270.45 2.422097 0.1221298 1.012211 1.846584 1.257229 0 1.66022903518751 ENSG00000156515_HK1
-23131.33 2.76249 0.2558233 1.000055 1.73572 0.7141694 0 1.26090385881253 ENSG00000034971_MYOC
-22771.69 3.56441 0.07833228 0.9996243 1.063486 -0.01114285 0 1.57935134251602 ENSG00000149294_NCAM1
-18133.91 3.309618 0.05482975 1.000266 1.047044 0.004226072 0 1.731855325168 ENSG00000069329_VPS35
-13925.82 3.158102 0.1282559 1.085216 3.464287 3.50892 0 2.86854842375033 ENSG00000135018_UBQLN1
-15163.7 2.874861 0.03556199 1.075208 2.286822 1.750728 0 1.76315745245665 ENSG00000073712_FERMT2
-13447.79 2.240616 0.1517955 0.9775156 0.5529187 0.4320242 0 0.822395272320136 ENSG00000142655_PEX14
-22260.28 3.359747 0.2270786 1.008886 2.756648 1.977587 0 1.59197056805715 ENSG00000137507_LRRC32
-122829.6 2.690316 0.1720646 1.034676 2.554548 1.944656 0 2.54728911048733 ENSG00000158486_DNAH3
-21707.05 2.769887 0.05107085 1.004937 1.278176 1.035157 0 2.25831255898811 ENSG00000117600_NONAME
-19853.38 2.291537 0.0953983 1.067 3.990416 5.846158 0 2.34752619056962 ENSG00000122642_FKBP9
-15888.2 2.791453 0.1363106 1.045326 3.319156 3.886113 0 2.40907320426777 ENSG00000008118_CAMK1G
-13221.64 2.723927 0.07358787 1.005123 1.515966 0.2663029 0 0.966710912296548 ENSG00000112290_WASF1
-13791.03 2.24355 0.1965398 0.9891708 1.575569 0.2444299 0 1.04717415408231 ENSG00000143315_PIGM
-15396.6 3.288538 0.2237754 0.99879 1.765715 0.7718736 0 2.19928922876716 ENSG00000101255_TRIB3
-44024.06 3.526002 0.1525323 0.9708746 0.227194 1.644928 0 1.06555195176043 ENSG00000138615_CILP
-26255.66 3.330092 0.2504696 1.025061 3.278834 3.387835 0 2.46623487886973 ENSG00000119777_TMEM214
-56654.2 3.085013 0.1898324 0.9844066 0.6664228 0.2240324 0 0.773670586757362 ENSG00000162804_SNED1
-7204.297 2.573968 0.1493822 0.9829557 4.282695e-05 1.295031 0 0.102809384465218 ENSG00000253304_TMEM200B
-40050.3 3.385791 0.2463822 1.024973 2.394058 2.481431 0 2.86155715375207 ENSG00000164342_TLR3
-9401.512 2.196444 0.1088338 1.035172 2.091963 2.122306 0 2.33039332972839 ENSG00000117602_RCAN3
-13417.97 3.474169 0.08579965 1.085176 3.497431 6.540689 0 2.15843824180774 ENSG00000170445_HARS
-9153.433 2.654179 0.2044984 1.008722 2.45146 1.628383 0 2.81990996212699 ENSG00000197296_FITM2
-8769.731 3.075898 0.1045194 0.9432148 0.2042984 2.06243 0 0.0960465520620346 ENSG00000151239_TWF1
-3315.89 3.090954 0.09231478 0.9747743 0.6010401 0.1456236 0 0.967841454315931 ENSG00000112308_C6orf62
-32175 2.349679 0.3465327 0.9996423 2.222618 2.1218 0 1.08981934539042 ENSG00000141655_TNFRSF11A
-8705.332 2.683577 0.1125148 0.9878873 0.8130431 0.08496514 0 0.869685645215213 ENSG00000141622_RNF165
-12027.64 3.110021 0.6029947 0.9957096 2.254889 1.501851 0 1.76698796614073 ENSG00000099985_OSM
-7470.418 3.186692 0.2004727 0.9900483 1.080283 0.01087867 0 0.953003516653553 ENSG00000135974_C2orf49
-13289.34 2.556152 0.1562953 1.066022 4.102306 6.729057 0 2.84358163294382 ENSG00000136404_TM6SF1
-66605.16 3.491266 0.1604124 0.9799327 0.2969624 0.9310167 0 0.574040464824066 ENSG00000110046_ATG2A
-30725.78 2.591469 0.3016885 0.9781583 3.441641e-05 3.728704 0 0.108106324682012 ENSG00000187244_BCAM
-9341.642 2.741552 0.1672047 0.9840074 0.3524752 1.451404 0 0.263717378955334 ENSG00000128016_ZFP36
-31250.08 2.813729 0.1530794 0.9820258 0.7384671 0.1323818 0 1.3323305931408 ENSG00000140750_ARHGAP17
-17014.75 3.221889 0.06646728 0.9964735 0.9930794 -0.0008278753 0 0.48023151839152 ENSG00000064102_ASUN
-19460.44 2.757726 0.3033027 0.9684434 0.7320116 0.1453006 0 0.622673131758347 ENSG00000175535_PNLIP
-15534.75 2.564176 0.1089178 1.022511 2.333224 1.542595 0 1.89214245043695 ENSG00000166006_KCNC2
-13205.1 3.204193 0.2357282 1.025769 2.90335 2.961647 0 2.63880998385139 ENSG00000167112_TRUB2
-4215.109 2.507424 0.01702142 1.121504 3.427194 3.935296 0 2.77099292725325 ENSG00000118680_MYL12B
-21293.46 3.426316 0.307699 1.004329 1.867738 1.075647 0 2.37188047589734 ENSG00000204767_FAM196B
-18681.72 2.593064 0.1354845 1.004762 1.314472 0.1905177 0 0.769048347137868 ENSG00000145996_CDKAL1
-17981.42 3.278082 0.2253335 0.997868 1.633462 0.3594374 0 2.17268951190636 ENSG00000139531_SUOX
-18083.5 3.916713 0.5040046 0.999955 2.260828 1.122687 0 1.22750875353813 ENSG00000181392_SYNE4
-15318.69 2.635842 0.3233617 0.9783099 0.6342845 0.1148579 0 0.192556392867118 ENSG00000254585_MAGEL2
-6413.327 2.735632 0.09796875 0.9520063 0.244612 1.536299 0 0.779491323279217 ENSG00000179476_C14orf28
-12672.15 2.606208 0.1718939 0.9817027 0.6753965 0.2313646 0 1.00176865467802 ENSG00000140623_SEPT12
-91965.38 2.408671 0.3067067 0.9821449 0.623208 0.04823826 0 1.70718940696679 ENSG00000171798_KNDC1
-5671.711 1.99555 0.141578 0.9695133 2.044003e-05 2.499008 0 0.218482975848019 ENSG00000153094_BCL2L11
-10546.35 3.323608 0.2628328 0.9903943 1.198099 0.05597053 0 1.38558327429928 ENSG00000151332_MBIP
-14049.42 2.852915 0.058486 0.9693535 0.3373945 1.734489 0 0.722246204735711 ENSG00000079215_SLC1A3
-4160.567 3.597764 0.04076279 1.110098 2.447644 1.954437 0 2.23728866782039 ENSG00000125870_SNRPB2
-9411.644 2.771746 0.1630699 1.002021 1.588322 0.4774087 0 2.17484615114518 ENSG00000168393_DTYMK
-5352.789 2.626844 0.1330667 1.019389 2.365551 2.268752 0 2.85263926978223 ENSG00000135452_TSPAN31
-9554.686 3.06479 0.1398505 1.002841 1.818598 1.035433 0 2.66875918256119 ENSG00000162878_PKDCC
-12760.71 3.622336 0.3917142 1.006306 2.139739 1.215048 0 2.69031727546826 ENSG00000173627_APOBEC4
-7587.073 2.480333 0.2148483 1.090709 3.760564 5.111793 0 1.68463750323281 ENSG00000197826_C4orf22
-6404.506 2.533067 0.2574039 0.9862458 1.46692 0.452346 0 2.3942128540948 ENSG00000172005_MAL
-11533.89 2.956102 0.0528614 0.9817993 0.600244 0.2699985 0 0.529208706691861 ENSG00000174206_C12orf66
-123667.8 3.18386 0.3468776 0.9882424 1.35317 0.2563071 0 2.62814385420643 ENSG00000107290_SETX
-16353.27 3.42171 0.3761252 1.200635 8.438206 7.620088 0 2.82846230641007 ENSG00000137634_NXPE4
-3927.703 2.619362 0.2667595 0.9781893 0.9443444 0.001705449 0 0.753326822770759 ENSG00000187969_ZCCHC13
-166415.5 3.029778 0.2950645 0.9714782 0.5979986 0.3682338 0 0.757488077972084 ENSG00000157423_HYDIN
-1661.125 2.727845 0.09712691 0.9323873 6.095865e-07 3.722513 0 0.132318025454879 ENSG00000143977_SNRPG
-25684.78 3.116155 0.3853832 0.9840573 1.285255 0.07937069 0 2.55277672922239 ENSG00000158301_GPRASP2
-13214.95 1.906893 0.3680687 0.9903081 1.869231 0.8387562 0 2.2873047280591 ENSG00000118849_RARRES1
-18777.21 3.011774 0.1464847 1.001306 1.752518 0.6880975 0 1.49491712870076 ENSG00000166073_GPR176
-15707.08 2.141868 0.1058422 1.020371 2.935379 3.726311 0 2.49087903974578 ENSG00000206579_XKR4
-31002.63 2.83314 0.2661807 1.048181 4.332547 6.648741 0 1.8731606528163 ENSG00000167419_LPO
-13597.96 2.957047 0.4252581 0.9807507 0.9036356 0.007340796 0 2.06607785238884 ENSG00000167525_PROCA1
-6434.914 2.398606 0.1172079 1.016035 2.125148 1.951814 0 1.98103207326494 ENSG00000063322_MED29
-7153.082 3.913882 0.1446672 0.9945894 1.355396 0.1611993 0 0.94663780904375 ENSG00000145029_NICN1
-35459.23 3.652911 0.1671279 0.9630254 0.1420899 3.809692 0 0.364756152033806 ENSG00000165699_TSC1
-8540.692 3.416984 0.4741776 1.017321 3.098687 3.290618 0 2.71033474383876 ENSG00000171984_C20orf196
-11442.33 2.999186 0.08314852 1.046155 4.351791 5.098744 0 2.52028069621883 ENSG00000158850_B4GALT3
-10176.02 3.086832 0.1041324 1.024338 1.789145 0.6212713 0 2.75931519619189 ENSG00000084070_SMAP2
-10751.15 3.208993 0.1147194 1.077976 3.168965 3.391123 0 2.08637432428077 ENSG00000164815_ORC5
-16152.26 3.310856 0.2149458 0.9799325 0.1725364 5.288068 0 0.164639179129153 ENSG00000214456_PLIN5
-20521.05 2.719805 0.2180596 1.192592 5.50874 7.30164 0 1.69865058967844 ENSG00000151806_GUF1
-19952.62 2.372567 0.05133965 0.985203 0.9308208 0.140987 0 0.240552856586874 ENSG00000162670_BRINP3
-107786.2 3.035918 0.1676332 0.9433323 0.0004370917 5.975588 0 0.113661134848371 ENSG00000074755_ZZEF1
-12454.25 3.373996 0.2341981 1.007229 1.930767 0.5637371 0 2.85077996039763 ENSG00000126861_OMG
-51240.39 3.586276 0.1881396 0.9770315 0.2914767 1.080688 0 0.545281118480489 ENSG00000165801_ARHGEF40
-69108.67 3.318929 0.1005314 1.067731 2.393341 -1.820046 0 0.697127007180825 ENSG00000177200_CHD9
-23303.02 3.127293 0.4172457 0.9984601 2.219846 1.395375 0 2.00404819962569 ENSG00000141569_TRIM65
-14665.5 3.659032 0.03305538 1.095706 4.359307 6.625139 0 2.4024128022138 ENSG00000092964_DPYSL2
-10394.53 1.990742 0.1068541 0.990555 1.087919 0.005548818 0 1.25510810734704 ENSG00000183783_KCTD8
-23183.08 2.919374 0.05964298 1.000563 1.224745 0.0675342 0 1.99484910350293 ENSG00000157680_DGKI
-5017.161 2.175586 0.02745591 1.051354 3.151733 3.363358 0 2.04094575019553 ENSG00000165023_DIRAS2
-82235.61 3.192149 0.324358 0.999039 1.800993 0.5869554 0 2.67885239445604 ENSG00000100106_TRIOBP
-19572.16 2.400536 0.1181932 0.9942252 1.121297 0.02782076 0 1.76823368598707 ENSG00000135127_CCDC64
-7317.213 2.453394 0.1004292 0.9820947 0.8062067 0.07940168 0 1.75129809393547 ENSG00000185053_SGCZ
-30116.42 3.077565 0.06690633 1.128564 4.478904 6.157712 0 2.45322238979861 ENSG00000137872_SEMA6D
-1808.809 2.963583 0.1361386 0.9819045 0.2213069 3.624613 0 0.246805363101885 ENSG00000087250_MT3
-17826.24 2.9598 0.1766814 1.017655 1.750923 0.9593045 0 1.78654332202859 ENSG00000127804_METTL16
-35852.34 2.234341 0.1991784 0.9994693 1.602376 0.6735371 0 1.53669441444799 ENSG00000057294_PKP2
-16333.83 2.795532 0.09094428 0.9938538 1.034521 0.0005796063 0 1.52540258970112 ENSG00000135960_EDAR
-5814.009 3.117699 0.1806933 0.9953069 1.363398 0.314352 0 0.893647137796506 ENSG00000183688_FAM101B
-11780.24 3.380952 0.1043985 0.996848 1.084814 0.01300172 0 1.33223094278947 ENSG00000106819_ASPN
-24887.66 2.818051 0.3331429 0.9966631 1.714014 0.6480596 0 0.727487710537389 ENSG00000161609_CCDC155
-32390.63 2.458483 0.1059995 0.9848772 0.6286571 0.329531 0 0.700816688826308 ENSG00000158545_ZC3H18
-50828.59 3.197136 0.2503484 0.9770593 0.1621557 2.926262 0 1.0196981113404 ENSG00000127586_CHTF18
-24763.95 2.670911 0.1098562 1.046595 2.815787 2.422341 0 2.54065760714002 ENSG00000152556_PFKM
-2280.82 2.85367 0.0202333 1.021792 1.367973 0.07895976 0 1.17571253073402 ENSG00000123728_RAP2C
-3584.426 2.83547 0.04093344 0.9898896 0.8522813 0.0244712 0 0.744925714563578 ENSG00000166407_LMO1
-11815.73 2.422242 0.2459033 1.005318 2.270975 1.976139 0 1.77874646452256 ENSG00000100292_HMOX1
-1953.752 2.530058 0.3921745 0.989587 1.265258 0.04108422 0 1.67586576612666 ENSG00000235169_SMIM1
-12590.84 3.133489 0.1122864 1.022934 2.513845 1.191814 0 2.01197937503457 ENSG00000169957_ZNF768
-11283.48 3.270285 0.04402664 0.9781469 0.6575896 0.3589112 0 1.05996211851016 ENSG00000156875_HIAT1
-3067.335 3.370189 0.06336339 0.9521521 0.2303567 1.671514 0 0.413575421087444 ENSG00000175324_LSM1
-28460.64 2.460295 0.2989067 0.9786325 0.6705026 0.1622533 0 0.658480598358437 ENSG00000007216_SLC13A2
-11802.45 2.652086 0.06776107 1.0623 3.171781 3.396552 0 2.92509744199924 ENSG00000164402_SEPT8
-12403 2.463843 0.04810893 0.9775818 0.006929835 1.785182 0 0.201573482947424 ENSG00000101438_SLC32A1
-10032.76 2.461856 0.1473325 0.9852133 0.9300878 0.01248678 0 0.92614976526238 ENSG00000101190_TCFL5
-56811.53 2.397063 0.3479068 0.9860598 1.043285 0.001151147 0 1.06575897708535 ENSG00000173269_MMRN2
-28152.19 2.517583 0.08614523 0.9930414 1.135732 -0.01765943 0 1.34339382033795 ENSG00000175115_PACS1
-11919.62 2.176145 0.1201903 0.9958329 1.312541 0.0917011 0 2.00768055045046 ENSG00000136997_MYC
-40454.1 2.294003 0.2527445 1.002944 1.882755 1.235639 0 1.81682006525807 ENSG00000171714_ANO5
-6463.07 2.471081 0.09126464 1.088777 4.299478 5.360957 0 2.25076453015208 ENSG00000148335_NTMT1
-13427.15 2.800744 0.2212054 0.9834329 1.069423 0.01419276 0 1.32736762217246 ENSG00000114686_MRPL3
-36001.44 2.954751 0.0746494 1.003568 1.191911 0.06537879 0 2.0528156531509 ENSG00000100014_SPECC1L
-89672.9 1.878733 0.2754807 0.9824528 1.088526 0.07543715 0 2.82320841075853 ENSG00000125730_C3
-23322.05 2.882747 0.091084 1.019423 1.704641 0.6379471 0 1.54995881672949 ENSG00000151553_FAM160B1
-16003.86 2.953063 0.07224806 0.995912 1.179453 0.02885533 0 0.958540089894086 ENSG00000139197_PEX5
-32824.37 3.014063 0.09795472 1.001499 1.384799 0.3378758 0 1.46472782688215 ENSG00000038532_CLEC16A
-24684.39 3.065374 0.2072081 0.9994472 1.259219 0.1023393 0 0.458366351667792 ENSG00000162607_USP1
-15088.76 2.963159 0.2701214 0.969053 0.2492907 1.471496 0 0.261025136802346 ENSG00000110887_DAO
-18318.49 2.694131 0.07409462 1.000162 1.401321 0.2261172 0 0.685058009577915 ENSG00000159461_AMFR
-89633.42 2.962821 0.3503385 0.9710407 0.2534122 1.379338 0 0.484852641122416 ENSG00000181378_CCDC108
-7416.017 2.402055 0.2216495 0.9821467 0.9360733 0.006147553 0 1.59184276289307 ENSG00000106554_CHCHD3
-32531.52 3.594467 0.1460955 1.017485 2.59525 2.643263 0 2.11132360249758 ENSG00000183751_TBL3
-7191.018 1.815953 0.1145899 0.9979997 1.411142 0.1844172 0 0.700260101817548 ENSG00000112530_PACRG
-10088.45 2.471893 0.3115912 0.9830253 1.235766 0.1120292 0 1.23046577582136 ENSG00000156504_FAM122B
-18178.96 2.769693 0.2328924 0.9746363 0.8104556 0.1030798 0 0.949605789966881 ENSG00000112394_SLC16A10
-2801.651 2.501571 0.02976316 0.9576782 0.2574402 1.397991 0 0.204957023262978 ENSG00000101236_RNF24
-15904.32 2.458341 0.1146497 1.030476 2.006834 1.511621 0 1.62822773354128 ENSG00000182732_RGS6
-21554.7 2.87723 0.2434365 1.015479 2.950276 2.735155 0 2.86725664604455 ENSG00000117480_FAAH
-9785.477 2.681172 0.2294622 0.9412037 3.848816e-06 2.200299 0 0.760777341434732 ENSG00000172878_METAP1D
-39453.69 3.287406 0.2333712 0.981232 0.8629611 0.03056223 0 1.32455390528776 ENSG00000166866_MYO1A
-25264.64 2.891044 0.09773631 1.013334 1.555062 0.6840186 0 1.57377382647246 ENSG00000163697_APBB2
-8480.783 2.735172 0.1493008 1.125611 6.485754 11.3569 0 2.64840270252898 ENSG00000105254_TBCB
-9365.78 2.494614 0.2575514 1.018253 3.75753 4.595948 0 2.81455861008726 ENSG00000126460_PRRG2
-32176.41 2.433181 0.1139036 0.9864344 0.7738666 0.06551216 0 0.761411841725931 ENSG00000138622_HCN4
-6916.057 1.713659 0.1627648 0.9770339 0.4855688 0.3144125 0 1.06044712266885 ENSG00000112378_PERP
-15861.15 2.956749 0.1918817 1.025386 2.130114 1.612674 0 2.49973874283023 ENSG00000174429_ABRA
-41833.54 2.778561 0.2867164 0.9836421 7.239662e-05 1.332553 0 0.428256548708305 ENSG00000135253_KCP
