lnL Kappa Omega Scale Phi Delta_lnL Convergence Gene
-25325.86 2.322729 0.05632343 0.9831783 0.5016139 1.368798 0 ENSG00000206557_TRIM71
-10551.59 3.167001 0.3519917 0.9673491 0.5996816 0.291924 0 ENSG00000174529_TMEM81
-27244.92 3.057461 0.242638 1.001144 1.684668 0.5409247 0 ENSG00000116906_GNPAT
-7262.103 3.078797 0.2716383 1.003797 1.999109 1.025067 0 ENSG00000151665_PIGF
-29465.13 2.682655 0.1621911 0.9559992 0.1719802 2.874526 0 ENSG00000177119_ANO6
-15242.59 2.466115 0.2696813 0.9872128 1.243215 0.07780407 0 ENSG00000165626_BEND7
-68195.67 3.134737 0.2917655 0.9735244 4.141594e-05 2.649724 0 ENSG00000196739_COL27A1
-13437.61 3.281559 0.2062072 1.002623 1.391285 0.2711005 0 ENSG00000198056_PRIM1
-14632.37 2.532986 0.2566054 0.9785055 0.8555045 0.02187817 0 ENSG00000169914_OTUD3
-7154.262 2.782461 0.08964962 0.9830606 0.7057402 0.194594 0 ENSG00000118263_KLF7
-7731.391 3.69501 0.07164902 0.9911127 0.7917713 0.05346722 0 ENSG00000184436_THAP7
-27438.82 2.565733 0.4198252 0.9861056 1.566682 0.3549276 0 ENSG00000166105_GLB1L3
-26299.16 2.873179 0.2263381 0.9883599 0.9176713 0.01008629 0 ENSG00000146700_SSC4D
-4494.668 2.633435 0.3584013 0.9822501 1.180935 0.03437402 0 ENSG00000136732_GYPC
-8948.17 4.753693 0.1443763 0.9803027 0.4309568 2.097587 0 ENSG00000132881_RSG1
-5786.811 2.144798 0.05772944 0.9852079 0.8162061 0.08109919 0 ENSG00000144834_TAGLN3
-8803.862 1.957909 0.2021114 0.9748114 0.7560102 0.1836307 0 ENSG00000118508_RAB32
-9190.899 2.939938 0.1327151 0.9846706 0.8769584 0.01805029 0 ENSG00000163812_ZDHHC3
-83469.87 2.925767 0.1156738 0.9706001 0.3861619 1.64069 0 ENSG00000115414_FN1
-8909.338 2.208952 0.1333889 0.9720561 0.650747 0.1921212 0 ENSG00000153291_SLC25A27
-11197.09 3.011053 0.1908816 0.9876871 1.090679 0.01056319 0 ENSG00000102218_RP2
-21948.95 3.604475 0.1152595 0.9909848 0.847282 0.06359064 0 ENSG00000127578_WFIKKN1
-8073.871 2.004384 0.0941252 0.9997202 1.478278 0.3710449 0 ENSG00000157259_GATAD1
-6644.64 2.562946 0.2849219 0.9793961 0.3934348 0.6490434 0 ENSG00000002330_BAD
-6233.941 3.266254 0.15801 1.041865 2.525769 1.605454 0 ENSG00000143612_C1orf43
-49927.42 2.935647 0.05957722 0.9969487 1.151595 0.05955992 0 ENSG00000221866_PLXNA4
-3940.313 3.630186 0.1036642 0.9848081 0.8607879 0.02129455 0 ENSG00000170540_ARL6IP1
-9137.347 2.035308 0.101621 0.9946831 1.590678 0.2531331 0 ENSG00000142279_WTIP
-54039.91 3.648124 0.05713048 0.9904139 0.8450236 0.09003244 0 ENSG00000134569_LRP4
-16623.39 2.941642 0.4868427 0.9811652 1.312983 0.1895318 0 ENSG00000111247_RAD51AP1
-8184.561 2.607077 0.1409888 0.980677 0.7027313 0.3473137 0 ENSG00000110651_CD81
-11654.59 3.413594 0.1294359 0.9807589 0.5014651 1.356134 0 ENSG00000136840_ST6GALNAC4
-7622.264 3.529756 0.05248004 0.9903175 0.7791297 0.08967204 0 ENSG00000132522_GPS2
-10823.31 2.457243 0.1114561 1.043535 2.734769 3.434181 0 ENSG00000104331_IMPAD1
-3160.263 3.295676 0.3005841 0.995903 1.472651 0.2785522 0 ENSG00000186687_LYRM7
-9691.759 3.265501 0.7363152 0.9632859 0.8566202 0.0388047 0 ENSG00000156500_FAM122C
-4376.928 3.479893 0.04142856 1.063238 2.088886 1.251029 0 ENSG00000166562_SEC11C
-23762.9 2.772941 0.3312826 0.9905681 1.314696 0.1454613 0 ENSG00000110934_BIN2
-7487.126 2.881107 0.07590945 0.9930992 1.254835 0.05711586 0 ENSG00000151729_SLC25A4
-7824.716 2.607349 0.1212321 0.9855178 0.9032566 0.01831355 0 ENSG00000144366_GULP1
-23375.24 3.07187 0.1641914 0.9782937 0.7960666 0.08201487 0 ENSG00000014123_UFL1
-7904.84 2.887681 0.09612199 0.9914342 1.064237 0.01076242 0 ENSG00000111049_MYF5
-41989.11 2.48085 0.130977 0.9972056 1.353821 0.1596706 0 ENSG00000127663_KDM4B
-17616.38 2.675639 0.244115 0.9790181 1.031751 0.001226047 0 ENSG00000125255_SLC10A2
-26239.44 3.05487 0.2942126 0.9835708 0.9705882 0.0007420703 0 ENSG00000204209_DAXX
-8627.153 3.500954 0.1615919 1.004969 1.338231 0.2592995 0 ENSG00000168876_ANKRD49
-10186.19 1.762832 0.2339748 0.9770216 0.3875346 0.5818571 0 ENSG00000135604_STX11
-29861.2 2.6597 0.1175499 0.9757427 0.6134116 0.2731177 0 ENSG00000151623_NR3C2
-38185.62 2.940166 0.2302477 0.9840393 0.9172114 0.02045321 0 ENSG00000111452_GPR133
-118651.4 2.778763 0.2737724 0.9891139 1.311936 -0.3350155 0 ENSG00000197969_VPS13A
-19319.27 3.371826 0.1152259 0.9964044 1.189065 -0.07478638 0 ENSG00000184564_SLITRK6
-21039.7 2.457665 0.5862664 0.9921544 2.312651 1.659441 0 ENSG00000163116_STPG2
-48243.32 3.326734 0.438642 0.96367 0.8517134 0.03344574 0 ENSG00000177853_ZNF518A
-50156.02 2.6445 0.3269282 0.9671604 0.7052542 0.2903741 0 ENSG00000134757_DSG3
-32160.96 3.238728 0.2217859 1.001148 1.446194 0.3232598 0 ENSG00000129173_E2F8
-12994.1 2.396816 0.2599396 0.9856692 0.961597 0.003765489 0 ENSG00000053371_AKR7A2
-3614.055 3.22621 0.3065873 0.9895308 1.42244 0.2351049 0 ENSG00000147437_GNRH1
-27145 2.847313 0.2972932 0.9987083 2.097547 -0.0318029 0 ENSG00000179593_ALOX15B
-41912.41 2.510346 0.465112 0.9769194 1.198366 0.06225839 0 ENSG00000135828_RNASEL
-20785.6 2.477456 0.3432453 0.9910876 1.488208 0.257474 0 ENSG00000169297_NR0B1
-8412.477 3.405095 0.2511341 0.9602185 0.3726914 0.5932399 0 ENSG00000186943_OR13C8
-38205.29 3.586812 0.1597561 0.9962906 1.5479 0.1077313 0 ENSG00000117425_PTCH2
-10702.34 3.007512 0.0602682 0.9965099 1.347721 0.2349407 0 ENSG00000198792_TMEM184B
-17144.95 3.075394 0.2424382 0.9806594 0.4550493 1.139212 0 ENSG00000106351_AGFG2
-13950.07 2.859117 0.293664 1.006769 1.946626 0.9711366 0 ENSG00000005059_CCDC109B
-42151.22 3.367978 0.1087382 0.9813678 0.5854034 0.2856226 0 ENSG00000164068_RNF123
-13964.62 3.015191 0.390253 0.9804467 1.206604 0.07815906 0 ENSG00000143452_HORMAD1
-11668.26 3.672307 0.2309953 0.9902606 1.1615 0.03649917 0 ENSG00000187783_TMEM72
-16862.8 3.715429 0.1129072 0.9831591 0.4965874 0.499498 0 ENSG00000114767_RRP9
-43154.9 2.774941 0.1993087 0.9760477 0.0002297884 1.734982 0 ENSG00000108821_COL1A1
-7682.667 2.525271 0.1761316 1.000986 1.39983 0.2346784 0 ENSG00000169439_SDC2
-4327.521 3.223976 0.0459599 0.9999268 1.412359 0.2695633 0 ENSG00000152102_FAM168B
-10577.95 3.09545 0.2221017 0.9924753 1.049265 0.003263431 0 ENSG00000105472_CLEC11A
-14840.97 4.070308 0.3191245 0.9903781 1.185915 0.07767294 0 ENSG00000162399_BSND
-14953.04 2.915868 0.1804523 1.043265 2.058318 1.283521 0 ENSG00000112874_NUDT12
-14473.11 2.772691 0.09112593 0.9835365 0.903186 0.01328441 0 ENSG00000065154_OAT
-9676.298 3.598229 0.2420954 0.9805729 0.9802545 -0.002154226 0 ENSG00000104047_DTWD1
-5923.657 4.463845 0.08136477 1.041362 2.326346 0.8327829 0 ENSG00000162526_TSSK3
-9337.752 2.003004 0.1606022 0.9549093 0.2594237 1.422024 0 ENSG00000163249_CCNYL1
-24005.05 3.030243 0.1995876 0.9983617 1.657293 0.4642394 0 ENSG00000049283_EPN3
-14574.4 4.826095 0.345621 0.9936981 1.600666 0.3287912 0 ENSG00000186792_HYAL3
-18147.65 2.650598 0.188474 0.9925306 1.50813 0.2249979 0 ENSG00000135902_CHRND
-26415.96 3.072591 0.6127566 0.9891356 1.460202 0.2521454 0 ENSG00000214193_SH3D21
-16116.99 3.175352 0.3259094 0.9950227 1.620493 0.6136412 0 ENSG00000169519_METTL15
-10677.05 2.557516 0.1709088 0.9975396 1.941552 0.8753561 0 ENSG00000161999_JMJD8
-24601.76 2.08343 0.2557732 0.9670977 0.3777858 1.796555 0 ENSG00000004948_CALCR
-6073.668 3.209124 0.08648697 0.9871386 0.8579075 0.03172462 0 ENSG00000198336_MYL4
-7250.109 2.844003 0.05275849 1.018672 1.728718 -0.3438706 0 ENSG00000180098_TRNAU1AP
-9077.873 2.894124 0.0933876 0.9517447 0.2800971 1.235049 0 ENSG00000087502_ERGIC2
-1325.875 2.957404 0.1774304 1.060907 3.01826 1.576771 0 ENSG00000173915_USMG5
-20099.48 3.253097 0.2187453 0.962399 0.4862597 0.8792124 0 ENSG00000164291_ARSK
-55532.05 3.237372 0.05711717 1.023825 1.731383 -0.5559074 0 ENSG00000278540_ACACA
-23860.36 3.138572 0.1763274 1.008167 1.519622 0.4085024 0 ENSG00000138078_PREPL
-20386.85 3.041434 0.2130997 0.9792555 0.7776201 0.180145 0 ENSG00000176148_TCP11L1
-8104.998 2.614158 0.05052429 1.004333 1.242938 -0.09753619 0 ENSG00000106025_TSPAN12
-19890.33 2.737904 0.2552647 0.993206 1.515195 0.4575985 0 ENSG00000172594_SMPDL3A
-10169.76 2.983707 0.1044493 0.9869006 0.9226227 0.007964628 0 ENSG00000105835_NAMPT
-5860.155 3.040309 0.05704748 0.9935502 0.7861738 0.0810664 0 ENSG00000125977_EIF2S2
-31837.33 2.301432 0.1345486 0.9792945 0.7182978 0.1656583 0 ENSG00000067057_PFKP
-20881.07 3.241958 0.3018965 0.9819489 0.8555805 0.03087391 0 ENSG00000278129_ZNF8
-34668.51 2.830815 0.11138 0.9943158 1.177641 0.163642 0 ENSG00000178607_ERN1
-50629.28 3.3942 0.2420854 0.9895011 1.136058 0.05161037 0 ENSG00000054690_PLEKHH1
-13486.31 2.761659 0.1257352 0.9811462 0.9017413 0.02450165 0 ENSG00000004799_PDK4
-10146.37 3.049632 0.05124762 0.9622067 0.2638887 1.378542 0 ENSG00000276234_TADA2A
-18151.6 2.486069 0.05041641 0.9704806 0.4840686 0.9000058 0 ENSG00000145632_PLK2
-40591.74 2.802131 0.1168582 1.005431 2.122552 1.306372 0 ENSG00000177169_ULK1
-2315.493 2.53757 0.009581591 0.9857114 0.8084462 0.01625113 0 ENSG00000143013_LMO4
-15395.35 2.616821 0.449519 0.9664674 0.7052869 0.05824133 0 ENSG00000186814_ZSCAN30
-13290.43 2.883496 0.309791 0.9745741 0.9328677 0.00449735 0 ENSG00000187037_GPR141
-30675.54 2.317124 0.1410939 0.9941875 1.204561 -0.08484869 0 ENSG00000114790_ARHGEF26
-11396.54 2.70646 0.278361 0.9540195 0.2492716 1.509165 0 ENSG00000144827_ABHD10
-18000.27 2.13019 0.1404831 1.000318 1.698027 0.5703376 0 ENSG00000070214_SLC44A1
-20012.88 3.431988 0.284246 0.9725209 0.3981027 0.9188778 0 ENSG00000169188_APEX2
-49212.54 3.031597 0.2695666 1.008302 1.72301 0.8163183 0 ENSG00000137962_ARHGAP29
-55479.47 2.227057 0.272066 0.9870563 1.042239 -0.001511148 0 ENSG00000203485_INF2
-9461.432 3.135438 0.1297908 0.988504 0.8359518 0.070105 0 ENSG00000068438_FTSJ1
-16866.23 2.452117 0.1592137 1.019365 2.093258 1.478112 0 ENSG00000104213_PDGFRL
-6997.717 3.383654 0.08487888 0.9867202 0.653737 0.4408297 0 ENSG00000102103_PQBP1
-42951.79 2.583192 0.402018 0.9689897 0.705302 0.264535 0 ENSG00000121289_CEP89
-14758.98 2.673259 0.2065286 0.9529398 0.2455239 1.501072 0 ENSG00000178425_NT5DC1
-66929.65 3.084698 0.1987649 0.9722539 0.3807452 1.162952 0 ENSG00000196663_TECPR2
-26890.81 2.556476 0.2076593 0.98077 0.4224583 0.4256023 0 ENSG00000160753_RUSC1
-38783.85 2.865239 0.2364595 0.9820025 0.9652522 0.002835293 0 ENSG00000174799_CEP135
-12719.15 3.018764 0.04312505 0.9957628 0.9985255 0.0001353773 0 ENSG00000146592_CREB5
-17233.87 2.80433 0.05168329 1.006416 1.276482 -0.3416025 0 ENSG00000138801_PAPSS1
-51069.25 2.673634 0.1399288 0.997988 1.500763 0.295078 0 ENSG00000064932_SBNO2
-13493.84 3.128671 0.08122928 0.9814018 0.4764209 1.303322 0 ENSG00000104419_NDRG1
-5955.659 1.504269 0.1134163 0.9884166 1.321023 0.2059581 0 ENSG00000141668_CBLN2
-4770.277 2.812119 0.07390849 1.014118 1.965432 0.7250907 0 ENSG00000175063_UBE2C
-23026.89 2.660817 0.4357231 0.9717812 0.8560303 0.06347816 0 ENSG00000165953_SERPINA12
-14981.42 3.04964 0.2606715 0.9780589 0.5587403 0.3381738 0 ENSG00000113749_HRH2
-4472.311 2.156731 0.1115348 0.9891531 1.228541 0.07071565 0 ENSG00000156959_LHFPL4
-51424.9 2.899559 0.07943794 0.9764083 0.6834145 -0.8117636 0 ENSG00000147251_DOCK11
-5520.774 3.991305 0.1550829 1.000904 1.401873 0.1763778 0 ENSG00000166192_SENP8
-15173.35 3.368514 0.159498 0.9815505 0.7595237 0.08869143 0 ENSG00000184984_CHRM5
-2706.662 2.782798 0.001365083 0.9610885 0.4388689 -3.607649 0 ENSG00000105258_POLR2I
-15466.03 3.167714 0.1775555 0.9932784 1.181761 0.09189587 0 ENSG00000004838_ZMYND10
-12008.26 2.900972 0.3471071 0.9597244 0.3071463 1.000226 0 ENSG00000205835_GMNC
-27463.71 2.905905 0.3805005 0.9856075 1.132412 0.03019224 0 ENSG00000135744_AGT
-19264.04 1.790444 0.1389426 0.9860567 0.7699608 0.03849381 0 ENSG00000105509_HAS1
-8174.156 3.365691 0.2702063 0.9779212 0.8958305 0.02121518 0 ENSG00000166211_SPIC
-20643.48 2.949551 0.4295802 0.9492765 0.3726727 1.218991 0 ENSG00000146233_CYP39A1
-21379.26 2.370161 0.08752556 0.9809458 0.5615967 0.3579624 0 ENSG00000130309_COLGALT1
-40669.6 2.861835 0.1249357 0.9872441 0.9199717 0.02221817 0 ENSG00000137809_ITGA11
-47522.21 2.277663 0.06406628 1.008114 1.380412 0.3563265 0 ENSG00000080503_SMARCA2
-4371.082 2.577348 0.01187629 0.9533968 0.1535435 1.927005 0 ENSG00000118680_MYL12B
-23924.98 2.933863 0.1155305 0.9932648 1.111536 0.02065657 0 ENSG00000136021_SCYL2
-16260.42 2.884451 0.2172585 0.9992849 1.635076 0.4644311 0 ENSG00000160963_COL26A1
-65037.47 3.061953 0.3297971 0.9856397 1.253308 0.1404676 0 ENSG00000180263_FGD6
-29999.62 3.506522 0.131126 0.9928223 1.00043 -0.0006333568 0 ENSG00000174405_LIG4
-10088.3 2.288789 0.1531457 0.9716234 0.5309441 0.3978335 0 ENSG00000240857_RDH14
-8767.4 2.780529 0.2552846 0.9764208 0.8538716 0.03484846 0 ENSG00000165076_PRSS37
-22954.02 2.389817 0.2264239 0.9745639 0.5178825 1.269454 0 ENSG00000162722_TRIM58
-20808.06 2.661534 0.1321959 0.9812604 0.5411082 0.8216741 0 ENSG00000058404_CAMK2B
-19155.5 2.882876 0.09743927 0.9804859 0.7455272 0.1612935 0 ENSG00000148835_TAF5
-9764.703 4.285976 0.0893543 1.014452 2.389005 1.055408 0 ENSG00000185909_KLHDC8B
-13954.95 2.577628 0.2810678 0.9811269 0.7775987 0.1384705 0 ENSG00000138964_PARVG
-11735.78 1.875992 0.1237139 0.9956634 1.521329 0.1731256 0 ENSG00000160094_ZNF362
-23488.2 2.723319 0.1754011 0.993232 1.248268 0.1153828 0 ENSG00000150656_CNDP1
-10721.59 2.96479 0.1215842 0.9877393 1.008236 4.164412e-05 0 ENSG00000112357_PEX7
-11763.72 2.677961 0.09816106 0.9637228 0.2293944 1.675111 0 ENSG00000165140_FBP1
-36189.73 4.137964 0.2072594 0.9891828 0.9960821 -0.0001743873 0 ENSG00000124608_AARS2
-32719.95 3.444831 0.1978549 0.9839779 0.8994789 0.02525697 0 ENSG00000070610_GBA2
-20128.29 2.517862 0.1139371 0.9798287 0.6736559 0.2564299 0 ENSG00000106261_ZKSCAN1
-9080.071 2.401209 0.07566475 1.008145 1.605783 0.5156811 0 ENSG00000046653_GPM6B
-21315.41 2.537653 0.1335317 0.9765896 0.6703677 0.2198982 0 ENSG00000163393_SLC22A15
-54800.07 2.78681 0.07321076 1.00346 1.450166 0.1864395 0 ENSG00000198216_CACNA1E
-36052.73 2.91364 0.7380948 0.9809483 1.937044 0.7218884 0 ENSG00000120498_TEX11
-46606.68 2.69237 0.2268999 0.9775486 0.7271202 0.2515009 0 ENSG00000064607_SUGP2
-23744.5 2.800265 0.366033 0.969328 0.5584735 0.3802023 0 ENSG00000162877_PM20D1
-16352.75 2.443209 0.08912984 1.021652 2.141066 1.372296 0 ENSG00000118515_SGK1
-35507.02 2.48266 0.02915355 1.046556 2.229506 1.978691 0 ENSG00000152894_PTPRK
-11034.52 3.368283 0.4611455 0.9857222 1.414961 0.2849635 0 ENSG00000165120_SSMEM1
-26980.45 2.646081 0.1311194 0.9923216 1.093507 0.01162668 0 ENSG00000048052_HDAC9
-9040.916 3.434709 0.06350641 1.028028 2.192724 1.087661 0 ENSG00000107443_CCNJ
-31468.57 2.452159 0.216416 0.9838329 0.6683831 0.2174537 0 ENSG00000142632_ARHGEF19
-74270.06 3.00241 0.09015283 1.009876 1.710689 1.667449 0 ENSG00000166833_NAV2
-29324.78 2.636813 0.08361683 0.9831582 0.7983389 0.0377735 0 ENSG00000066629_EML1
-21791.83 2.507035 0.1074936 0.9883752 0.9308789 0.005189557 0 ENSG00000135686_KLHL36
-67841.5 2.699464 0.2988841 0.9763193 0.9022526 0.008064486 0 ENSG00000136153_LMO7
-6622.966 2.697742 0.09699713 0.9837172 0.7585044 0.2007763 0 ENSG00000111348_ARHGDIB
-43450.76 2.759292 0.0965471 1.004052 1.41819 0.4375737 0 ENSG00000144724_PTPRG
-25204.52 2.987634 0.07143417 0.9890243 0.8387642 0.1391107 0 ENSG00000099949_LZTR1
-9984.928 3.606421 0.07806021 1.056233 3.052125 3.559832 0 ENSG00000157020_SEC13
-3392.426 2.759498 0.06852037 0.9822228 0.5834092 0.7149153 0 ENSG00000116586_LAMTOR2
-25601.34 2.636636 0.06837615 0.9890535 0.8518672 0.06861946 0 ENSG00000079805_DNM2
-19573.45 2.562388 0.3662751 0.9926054 1.404537 0.2124957 0 ENSG00000119636_CCDC176
-4354.5 3.603421 0.03990554 0.9965055 0.9013668 0.02887341 0 ENSG00000180209_MYLPF
-62566.31 3.45071 0.2225401 0.9836765 0.9129111 0.006871291 0 ENSG00000123191_ATP7B
-7802.894 2.703575 0.03763986 0.9519516 0.2506105 1.255694 0 ENSG00000221914_PPP2R2A
-7984.776 2.704234 0.04256956 0.967719 0.5044856 0.5142924 0 ENSG00000074266_EED
-25596.63 2.841245 0.3175256 0.991311 1.548959 0.2943323 0 ENSG00000170500_LONRF2
-5708.648 3.003342 0.09290572 0.9963428 1.623474 0.241745 0 ENSG00000130748_TMEM160
-3630.428 2.67654 0.08430313 0.9968412 1.424793 0.1751748 0 ENSG00000124479_NDP
-11394.26 2.992378 0.1527114 0.9996509 1.381646 0.4449268 0 ENSG00000181826_RELL1
-18700.12 3.028332 0.06255113 1.000866 1.137193 0.04670049 0 ENSG00000134317_GRHL1
-12878.85 2.997064 0.1377937 0.9678375 0.4483093 0.8191004 0 ENSG00000169302_STK32A
-22304.87 2.486149 0.05667744 1.022884 1.783117 0.5137969 0 ENSG00000145242_EPHA5
-4427.092 2.275106 0.152504 0.971405 0.6088307 0.5054252 0 ENSG00000184983_NDUFA6
-26336.15 2.25163 0.103019 0.9899993 0.9097868 0.01525748 0 ENSG00000160633_SAFB
-8461.362 3.201036 0.5667062 0.9899097 1.896437 1.1926 0 ENSG00000188761_BCL2L15
-33180.59 3.001219 0.2726401 0.9850232 0.8344377 0.1005475 0 ENSG00000163702_IL17RC
-15195.15 2.284411 0.3558447 0.9899732 1.350544 0.1649712 0 ENSG00000171772_SYCE1
-38268.28 2.126836 0.09422816 0.9630159 0.3481585 0.7743656 0 ENSG00000033122_LRRC7
-9068.446 2.253099 0.05673578 0.983849 0.8264064 0.0538281 0 ENSG00000156804_FBXO32
-12860.59 2.797451 0.26655 0.9795129 0.9653511 0.002728164 0 ENSG00000166734_CASC4
-19794.41 3.028567 0.2659175 0.9784085 0.6711675 0.4245587 0 ENSG00000110074_FOXRED1
-7039.751 3.047103 0.1737767 0.9901524 1.082173 0.004484793 0 ENSG00000111671_SPSB2
-26242.88 3.142267 0.1664944 0.9705808 0.5126661 0.4892275 0 ENSG00000165409_TSHR
-3733.291 4.632759 0.07992355 0.9832037 0.4136934 0.4618657 0 ENSG00000161677_JOSD2
-11176.73 3.053685 0.39111 0.9930289 1.601869 0.3551653 0 ENSG00000176896_TCEANC
-42247.14 2.872368 0.198307 0.9598247 0.400454 1.05053 0 ENSG00000168143_FAM83B
-5736.771 2.875599 0.09368877 0.9859694 0.9593114 0.00101619 0 ENSG00000171044_XKR6
-9416.604 2.824033 0.05520217 1.00706 1.736659 0.6694203 0 ENSG00000151692_RNF144A
-17166.61 3.093713 0.05227137 1.004643 1.047173 0.004818982 0 ENSG00000135655_USP15
-21185.22 2.919486 0.09816983 0.9835429 0.7491883 0.1491505 0 ENSG00000134709_HOOK1
-6839.071 2.851956 0.3195725 0.9538042 2.39468e-08 -1.838522 0 ENSG00000173261_PLAC8L1
-28312.93 2.572382 0.08001721 0.9923617 1.081764 0.02224066 0 ENSG00000100994_PYGB
-10923.54 3.331164 0.184735 1.003436 1.699445 0.5900841 0 ENSG00000166272_WBP1L
-11182.58 2.285188 0.1056543 0.9869972 0.9272863 0.01088842 0 ENSG00000154065_ANKRD29
-5466.11 2.581751 0.0485438 0.9898675 0.9006881 0.01097019 0 ENSG00000163466_ARPC2
-32268.98 2.568473 0.1178433 0.9909373 0.9944499 8.488099e-05 0 ENSG00000196782_MAML3
-16949.11 1.57198 0.5335675 0.9657012 1.050575 -0.006398136 0 ENSG00000155833_CYLC2
-17031.37 2.959245 0.2715009 0.978512 0.8374131 0.05435155 0 ENSG00000204381_LAYN
-16444.68 2.614432 0.08599816 0.9769521 0.4506194 0.7438275 0 ENSG00000115112_TFCP2L1
-14170.48 2.672627 0.1784751 0.9883226 1.070628 0.006228857 0 ENSG00000140107_SLC25A47
-29878.08 2.575714 0.2022492 0.989229 1.020579 -0.006056517 0 ENSG00000125503_PPP1R12C
-12810.71 2.295355 0.3961854 0.9865539 1.680835 0.7368503 0 ENSG00000114529_C3orf52
-6512.72 1.889912 0.1785689 0.9765031 0.8541309 0.03213383 0 ENSG00000180694_TMEM64
-8908.659 2.834628 0.05902372 0.9628081 0.4142772 0.9373712 0 ENSG00000133119_RFC3
-41955.98 3.311647 0.1100187 0.9760528 0.2423041 1.255777 0 ENSG00000116128_BCL9
-10201.71 3.136968 0.1851366 0.9787483 2.698763e-05 1.662849 0 ENSG00000186810_CXCR3
-9850.593 2.635302 0.0540492 0.9440714 5.345137e-06 3.480797 0 ENSG00000112079_STK38
-15364.2 2.559189 0.1018856 0.9794926 0.5991763 0.2869767 0 ENSG00000185624_P4HB
-16014.65 2.336536 0.05617922 1.000888 1.681215 0.4062961 0 ENSG00000183655_KLHL25
-4660.174 3.652531 0.1942613 0.9803906 0.8482631 0.02218102 0 ENSG00000187325_TAF9B
-20237.55 3.073263 0.2422893 0.9782763 0.8415613 0.06940752 0 ENSG00000129484_PARP2
-2368.783 4.047667 0.1050641 1.008562 1.6697 0.4199464 0 ENSG00000054148_PHPT1
-6048.97 2.873482 0.09198367 1.010856 1.150436 0.03979246 0 ENSG00000126698_DNAJC8
-20855.06 2.770377 0.1380352 0.9931393 1.193008 0.120485 0 ENSG00000002549_LAP3
-13455.51 2.276403 0.1312932 0.9664684 0.6482257 0.2738496 0 ENSG00000197930_ERO1L
-9537.037 3.207558 0.3134118 0.9623777 0.5285095 0.8665895 0 ENSG00000152348_ATG10
-19677.62 2.16991 0.09369396 0.9777265 0.4760751 0.3578189 0 ENSG00000176463_SLCO3A1
-14389.26 2.852359 0.1036726 0.9813544 0.7985005 0.07292625 0 ENSG00000080546_SESN1
-7002.839 1.972793 0.1507688 0.9976515 2.266513 0.7135613 0 ENSG00000178878_APOLD1
-18464.38 2.112326 0.1024209 1.007826 1.911412 1.339993 0 ENSG00000186866_POFUT2
-21992.03 2.016774 0.4473361 0.9868981 1.19101 0.07266286 0 ENSG00000110244_APOA4
-44196.18 2.745278 0.06311411 0.9771625 0.5193825 0.9321603 0 ENSG00000196730_DAPK1
-32254.2 2.52183 0.4365127 0.9811705 1.347556 0.1595061 0 ENSG00000149646_CNBD2
-17108.04 2.510075 0.08079833 1.000264 1.300546 0.161517 0 ENSG00000170525_PFKFB3
-5982.22 2.118026 0.2132745 0.9827671 0.7851372 0.03104274 0 ENSG00000163453_IGFBP7
-11242.73 2.89653 0.1530941 0.9650476 0.4637956 1.051703 0 ENSG00000182220_ATP6AP2
