lnL Kappa Omega Scale Phi Delta_lnL Convergence Phi_sim Gene
-17645.37 3.275468 0.1897242 1.007809 1.715819 0.5940818 0 1.98484148900025 ENSG00000131831_RAI2
-11574.07 2.991846 0.1063327 1.028233 1.936143 1.338836 0 2.01787511003204 ENSG00000187531_SIRT7
-6023.54 3.72573 0.05731121 1.015211 1.496367 0.4875486 0 2.22334704757668 ENSG00000165886_UBTD1
-9061.252 2.165899 0.7687908 0.9813963 2.307887 1.231232 0 2.05614663753659 ENSG00000135535_CD164
-2863.594 3.427505 0.1809182 0.9377691 1.243922e-06 2.847212 0 0.953019716078416 ENSG00000125952_MAX
-6504.318 2.947119 0.3228704 1.099694 4.601666 6.071588 0 2.70001992140897 ENSG00000173559_NABP1
-36352.31 3.129984 0.3781136 0.982656 1.184414 0.06329764 0 1.62614572118036 ENSG00000130307_USHBP1
-33665.41 3.004849 0.2685881 0.9530259 4.723571e-06 5.017515 0 0.226796568604186 ENSG00000174004_NRROS
-36120.22 3.392578 0.1340161 1.168168 4.963311 7.141554 0 1.78434781939723 ENSG00000067248_DHX29
-13696.44 2.369383 0.4174434 1.061174 4.433064 5.637992 0 2.04510509292595 ENSG00000187398_LUZP2
-48720.67 3.365213 0.2456919 0.997242 1.570528 0.4420471 0 2.97061656229198 ENSG00000054690_PLEKHH1
-103959.9 3.12597 0.1825728 0.9968776 1.449239 0.2720607 0 1.21988933742978 ENSG00000074755_ZZEF1
-13691.87 3.845728 0.1079756 0.9630283 0.2911563 1.072248 0 1.35272244620137 ENSG00000110925_CSRNP2
-10754.25 3.73579 0.2491902 1.097116 3.815131 5.670729 0 1.90220644231886 ENSG00000078589_P2RY10
-12917.52 2.81547 0.2938927 0.9700197 0.0001065731 3.054468 0 0.194256731774658 ENSG00000243566_UPK3B
-7863.053 3.125859 0.09289918 0.9912413 1.206472 0.0439214 0 2.74823250691406 ENSG00000064490_RFXANK
-18552.25 3.512685 0.3116009 1.033016 2.8164 3.532551 0 1.92818533047102 ENSG00000166140_ZFYVE19
-2170.888 4.197903 0.03677415 0.9451683 2.026118e-06 1.070721 0 2.59928141115233 ENSG00000167578_RAB4B
-102218.5 2.538474 0.1972773 0.9874732 0.9868754 0.009205537 0 1.03340363223106 ENSG00000169710_FASN
-13665.87 3.396293 0.08475444 0.9883151 0.9344267 0.01000841 0 0.849264745367691 ENSG00000157214_STEAP2
-7586.712 3.21758 0.2109549 0.9616497 0.5901685 0.3943406 0 0.0433421661145985 ENSG00000163106_HPGDS
-6024.84 3.200494 0.305057 1.036182 3.075916 3.282256 0 1.81374798179604 ENSG00000186352_ANKRD37
-17595.14 2.078488 0.2925313 1.013837 2.664608 2.453394 0 2.87856481131166 ENSG00000156466_GDF6
-3657.664 2.651562 0.05611078 0.9613322 0.402716 0.5255992 0 0.37954590562731 ENSG00000155961_RAB39B
-7644.631 2.649271 0.0981809 1.06002 3.45044 3.692079 0 1.2789248235058 ENSG00000113384_GOLPH3
-10077.11 2.529303 0.1193566 0.9663959 0.5902973 0.5850395 0 0.414415221428499 ENSG00000117602_RCAN3
-3734.528 2.351056 0.2212955 0.9901921 1.595552 0.26631 0 1.66033173236065 ENSG00000162444_RBP7
-21136.01 3.3418 0.03283214 1.183688 4.74173 6.561729 0 2.80181975034066 ENSG00000035403_VCL
-13512.73 3.461707 0.1125082 0.9792694 0.7194368 0.1569038 0 1.87237355858088 ENSG00000125618_PAX8
-29123.46 2.683635 0.3333075 1.006389 2.400058 1.771018 0 2.62236530100927 ENSG00000030582_GRN
-21299.02 3.27712 0.2745607 1.109126 4.873901 7.92901 0 2.93066563247703 ENSG00000161849_KRT84
-42639.73 3.439799 0.1957213 1.037264 2.441035 1.915571 0 1.82575185899623 ENSG00000198604_BAZ1A
-10561.23 2.758083 0.1589421 1.06529 2.973172 2.976619 0 1.17244656477123 ENSG00000124795_DEK
-13981.44 3.070872 0.08379338 1.058997 2.509746 2.046101 0 1.62710736086592 ENSG00000136231_IGF2BP3
-27337.97 3.415416 0.06057328 0.9941886 1.080059 0.01523411 0 1.50127290515229 ENSG00000182771_GRID1
-13033.4 3.714782 0.1418293 1.003284 1.341429 0.1709641 0 1.1268635506276 ENSG00000144847_IGSF11
-13218.15 3.101832 0.1566859 0.9701516 0.6412807 0.2081928 0 0.735642237123102 ENSG00000156671_SAMD8
-12371.17 3.172844 0.2748605 0.9694476 0.6275473 0.2270468 0 1.85834951628931 ENSG00000163141_BNIPL
-11838.01 2.637629 0.3087166 0.9768234 0.9931219 7.807563e-05 0 2.20521905575879 ENSG00000150455_TIRAP
-3748.582 3.112612 0.4881111 0.9517861 0.419057 0.9137928 0 1.66747514507733 ENSG00000112695_COX7A2
-6908.94 3.578082 0.04902525 1.009829 1.192419 -0.1024822 0 1.15667715319432 ENSG00000163623_NKX6-1
-39701.01 3.228356 0.3482376 1.013086 2.149674 1.365673 0 2.08290502661839 ENSG00000198919_DZIP3
-11816.05 2.329227 0.5671096 0.9680662 1.166332 0.04015374 0 1.5471507597249 ENSG00000159445_THEM4
-49061.08 3.254876 0.1500323 0.9813539 0.869136 0.02851629 0 0.32825984666124 ENSG00000052749_RRP12
-16988.61 2.91908 0.263497 1.040312 3.618437 4.780979 0 1.74040453042835 ENSG00000140297_GCNT3
-20718.45 3.224723 0.07108689 0.948738 0.1669059 2.041537 0 0.151966440724209 ENSG00000109689_STIM2
-17686.9 3.669968 0.06003103 1.151845 4.580612 7.28762 0 2.68614573706873 ENSG00000100296_THOC5
-5831.241 3.89517 0.1374333 1.017184 1.555269 0.4315519 0 1.49153116182424 ENSG00000108255_CRYBA1
-52669.56 3.027398 0.1215919 1.001989 1.401927 0.2683508 0 1.78890910511836 ENSG00000134160_TRPM1
-39697.68 2.071116 0.4626112 0.9709663 0.8416129 0.03837167 0 1.54353638878092 ENSG00000174898_CATSPERD
-3288.083 2.746284 0.1952601 1.019215 2.580643 1.996718 0 1.08360074227676 ENSG00000174446_SNAPC5
-17091.82 3.042185 0.1958048 1.062565 4.268404 5.811463 0 2.79510090337135 ENSG00000162931_TRIM17
-90672.29 2.509464 0.09490897 0.9895224 1.065144 -0.07830877 0 2.3440114336554 ENSG00000187775_DNAH17
-24688.09 3.241818 0.3485429 0.9553251 0.4736869 0.9192024 0 0.481393991271034 ENSG00000076258_FMO4
-24895.52 3.823535 0.04516305 1.046759 1.818534 0.8754526 0 1.65135039109737 ENSG00000107854_TNKS2
-31703.82 3.150361 0.06689859 1.05918 2.411162 2.048791 0 1.30137783125974 ENSG00000071054_MAP4K4
-21157.7 2.86706 0.08217634 0.9864754 0.9967355 -0.0009679501 0 0.37476817262359 ENSG00000172578_KLHL6
-19194.33 2.493391 0.1292331 1.002817 1.748547 0.8102259 0 1.54976092698053 ENSG00000116213_WRAP73
-30451.9 2.501123 0.2039812 0.9655424 0.3206671 0.9498619 0 1.79916216339916 ENSG00000116871_MAP7D1
-12144.58 2.883141 0.1238684 0.9603869 0.408574 0.9100211 0 0.543632479151711 ENSG00000002745_WNT16
-9591.419 2.363211 0.1297868 0.975167 0.8437166 0.05179617 0 1.02375349961221 ENSG00000117899_MESDC2
-10469.31 3.000077 0.4271992 1.015788 3.224153 3.191429 0 2.56553245056421 ENSG00000105341_ATP5SL
-9867.397 2.258724 0.1856283 1.00569 2.048793 1.168928 0 1.84029241581447 ENSG00000107984_DKK1
-2014.655 3.112312 0.0076403 1.062727 2.379581 0.7882951 0 1.12445099651814 ENSG00000143013_LMO4
-19930.73 3.419966 0.1372907 0.9911615 1.114794 0.02728977 0 0.903913486283273 ENSG00000104369_JPH1
-36070.01 2.77612 0.2019724 0.9798549 0.9203431 0.005637805 0 0.491799391340464 ENSG00000167601_AXL
-9035.948 2.689143 0.06064241 0.9844424 0.6361433 0.1683541 0 2.14847250748426 ENSG00000129968_ABHD17A
-22113.85 4.04787 0.06376879 0.9595672 0.3021631 1.015422 0 0.305049144895747 ENSG00000162415_ZSWIM5
-21608.85 2.568862 0.1596252 0.9994005 1.387431 0.4134005 0 2.47116127121262 ENSG00000173846_PLK3
-73157.73 2.943707 0.1284904 0.9503798 0.2001991 2.245671 0 0.145368660567328 ENSG00000135905_DOCK10
-10825.05 2.287581 0.05129835 0.9694118 0.5817973 0.4833925 0 0.609579362673685 ENSG00000109787_KLF3
-54928.82 3.267288 0.3493579 0.9403479 6.615182e-05 4.435286 0 0.0453946881461889 ENSG00000154258_ABCA9
-58091.53 3.600313 0.2118068 1.006109 1.632302 0.6596572 0 1.39660818991251 ENSG00000078687_TNRC6C
-16531.37 3.760346 0.4367449 1.060572 4.1197 6.185561 0 2.48944311146624 ENSG00000159208_CIART
-14153.37 3.024674 0.1525981 0.9740108 0.4475011 0.844575 0 0.382843204541132 ENSG00000213398_LCAT
-21767.42 3.172811 0.1631347 1.054467 2.93489 1.820411 0 2.93346646009013 ENSG00000109118_PHF12
-8474.639 3.255544 0.4690773 0.985559 1.57729 0.3689086 0 1.58827136317268 ENSG00000171984_C20orf196
-5224.171 2.532177 0.06074966 0.9698613 0.4277087 0.4470915 0 1.36613878025673 ENSG00000148248_SURF4
-18751.86 2.63779 0.2449138 1.010591 2.113297 1.671606 0 2.16425174195319 ENSG00000196177_ACADSB
-10152.62 3.309287 0.1014319 1.01436 1.821645 0.7704874 0 1.64797846740112 ENSG00000183864_TOB2
-20824.47 2.196715 0.1231197 0.964107 0.5475771 0.3868105 0 0.283111151307821 ENSG00000163508_EOMES
-101039.4 2.74861 0.1552313 0.9497887 6.654851e-05 4.529111 0 0.395289707696065 ENSG00000076555_ACACB
-16942.33 3.428877 0.1544541 0.9917373 1.15013 0.03442413 0 2.16221619956195 ENSG00000172840_PDP2
-10520.02 2.616812 0.0198138 0.9746552 0.2919198 0.6047058 0 1.5496242181398 ENSG00000273706_LHX1
-20984.89 3.368506 0.05661082 0.9818571 0.754497 0.1537705 0 1.10793271497823 ENSG00000140538_NTRK3
-4122.663 2.810836 0.08088771 1.161787 4.876592 7.201147 0 2.6894827822689 ENSG00000173452_TMEM196
-3895.562 2.163382 0.0663496 0.9722674 1.055204e-05 1.646697 0 1.21211056527682 ENSG00000198517_MAFK
-16150.23 3.256988 0.2744206 1.056809 3.573573 5.054109 0 2.9735711782705 ENSG00000128510_CPA4
-8288.851 3.387003 0.01025481 0.9174902 8.276729e-07 -2.60996 0 0.0156882859300822 ENSG00000104408_EIF3E
-17942.63 2.675668 0.1472775 0.9811478 0.9232518 0.009566202 0 0.904020600719377 ENSG00000166402_TUB
-26579.01 2.654928 0.3747439 0.9845253 1.490817 0.4182996 0 1.98791680717841 ENSG00000180316_PNPLA1
-21424.06 2.716603 0.1463547 0.9855324 1.004874 -0.0001955228 0 1.01895187888294 ENSG00000196517_SLC6A9
-4960.813 1.838503 0.06816738 1.002273 2.136086 0.8719175 0 2.39390696212649 ENSG00000106244_PDAP1
-24783.17 3.173596 0.1053604 0.9812706 0.6684877 0.2807364 0 1.99945825268514 ENSG00000101986_ABCD1
-10277.75 3.939573 0.1185127 1.202473 5.619185 6.5237 0 2.85661296383478 ENSG00000198815_FOXJ3
-62891.99 2.944131 0.287165 0.9699281 0.825186 0.07430894 0 1.05312266363762 ENSG00000147724_FAM135B
-37344.4 3.216422 0.3084484 1.022413 2.340635 2.009918 0 1.51199448108673 ENSG00000109805_NCAPG
-9091.328 3.098748 0.2476954 1.00137 1.703817 0.5651971 0 1.67089516902342 ENSG00000138068_SULT6B1
-19799.93 2.827462 0.1650744 0.9803509 0.8797449 0.04419644 0 0.375202657654881 ENSG00000100029_PES1
-9382.391 3.114872 0.08465379 1.107078 4.362038 6.853777 0 2.68868450308219 ENSG00000180616_SSTR2
-10999.5 2.63561 0.13526 0.9986239 1.508721 0.3921427 0 2.63724410953 ENSG00000141401_IMPA2
-44967.1 2.836843 0.1256927 0.9859146 0.8642754 0.03683151 0 2.03022815636359 ENSG00000103326_CAPN15
-56596.08 3.546209 0.2174032 0.9726975 0.8141688 0.07062094 0 0.390614772448316 ENSG00000198862_LTN1
-9521.275 3.906696 0.09927884 1.005905 1.585325 0.4660284 0 1.0728698358871 ENSG00000143570_SLC39A1
-22273.65 2.052717 0.189954 1.05157 3.572748 4.186554 0 1.50168205238879 ENSG00000149596_JPH2
-32858.06 2.675664 0.295687 0.9511272 0.3906666 1.006144 0 0.424354028888047 ENSG00000174948_GPR149
-20205.98 2.270804 0.1144041 0.9575835 1.940277e-06 4.500401 0 0.0553215555846691 ENSG00000085733_CTTN
-19157.34 3.057353 0.1148902 0.9747747 0.7692973 0.1043373 0 0.863549749134108 ENSG00000145860_RNF145
-15057.06 2.241011 0.2666629 0.9760922 0.9354284 0.006728228 0 1.75546585069969 ENSG00000184497_TMEM255B
-15343.91 2.517655 0.3506585 0.97896 1.291314 0.1473307 0 1.23317278618924 ENSG00000111802_TDP2
-15134.52 1.621954 0.1046947 0.9859521 1.187746 0.03916586 0 0.841765470569953 ENSG00000026559_KCNG1
-43941.92 3.049479 0.5212421 0.9806445 1.4991 0.4494002 0 1.60135692707263 ENSG00000112706_IMPG1
-19269.53 3.288788 0.1622839 0.9675878 0.4732913 0.6622875 0 0.67364044720307 ENSG00000011143_MKS1
-19755.32 3.562505 0.04713173 1.057092 2.021942 1.42435 0 1.34779820381664 ENSG00000136937_NCBP1
-12992.53 2.508419 0.7187501 0.9761236 1.816394 0.4049367 0 1.62330659176223 ENSG00000169777_TAS2R1
-35478.8 3.338917 0.2741985 0.9691729 0.3621923 1.990207 0 0.826281120534986 ENSG00000143537_ADAM15
-12535.82 3.571546 0.6317336 1.03828 4.159341 6.036244 0 1.44242908176966 ENSG00000031691_CENPQ
-7282.291 4.328229 0.133689 0.9844474 0.6971664 0.1197932 0 0.885545540833846 ENSG00000174851_YIF1A
-55604.57 3.220178 0.3459404 1.004683 1.95904 1.249514 0 1.99933453719132 ENSG00000143970_ASXL2
-11639.21 2.647851 0.1771159 0.962535 0.2121261 3.606789 0 0.464462986914441 ENSG00000104889_RNASEH2A
-15207.17 2.645135 0.5185553 0.9658272 0.01936482 3.635739 0 0.434095302131027 ENSG00000175489_LRRC25
-20433.41 2.671412 0.2453133 0.9837475 1.172168 0.08879905 0 0.759941424708813 ENSG00000168263_KCNV2
-28385.76 2.829552 0.133005 1.108677 3.861553 5.571784 0 1.78098934236914 ENSG00000115839_RAB3GAP1
-2882.441 2.719819 0.09765848 0.9904499 1.158528 0.03294708 0 2.5025227968581 ENSG00000203685_C1orf95
-22789.96 2.287868 0.06980858 1.008671 1.583116 0.47566 0 0.952399658504874 ENSG00000165300_SLITRK5
-61778.2 2.794488 0.2042837 1.110845 4.789585 9.141799 0 2.80024702870287 ENSG00000260314_MRC1
-31008.19 3.246794 0.2371296 0.9551209 0.3180066 1.695836 0 0.283766502281651 ENSG00000041802_LSG1
-3312.014 3.012786 0.3787528 0.9795563 1.417571 0.1590356 0 0.752722883597016 ENSG00000150783_TEX12
-62962.95 3.116604 0.3921678 0.9733313 0.7896742 0.1323396 0 1.33902908954769 ENSG00000177398_UMODL1
-16697.8 1.990534 0.1980812 0.9795431 0.7646952 0.1036383 0 0.836788468295708 ENSG00000184164_CRELD2
-5401.983 3.160411 0.05711052 0.9954791 1.143702 0.02537653 0 1.03931865678169 ENSG00000101421_CHMP4B
-162744 2.103961 0.1251004 1.002004 1.685796 0.4330276 0 1.32477283501066 ENSG00000196218_RYR1
-8556.286 2.725969 0.1195908 0.9942722 1.29962 0.09637777 0 2.52861334942281 ENSG00000172818_OVOL1
-112871.3 3.701727 0.232459 0.9862972 1.202979 0.09329178 0 0.949674569070339 ENSG00000188162_OTOG
-9685.996 2.952885 0.5413667 1.109782 7.692661 5.177801 0 1.61158587550744 ENSG00000165682_CLEC1B
-6587.8 3.294171 0.09262716 0.9787604 0.7723351 0.07068481 0 1.17193963425234 ENSG00000144524_COPS7B
-11024.63 3.777387 0.132294 1.082005 2.98305 2.8288 0 2.35678207199089 ENSG00000081320_STK17B
-19982.83 2.817708 0.1753063 0.9767595 0.8632586 0.03986529 0 1.38812068104744 ENSG00000104228_TRIM35
-8792.92 2.309372 0.07679358 1.18655 7.069631 10.32203 0 2.87595686595887 ENSG00000119547_ONECUT2
-7737.907 3.989429 0.1824195 1.03119 2.920628 3.03491 0 2.53039060346782 ENSG00000183379_SYNDIG1L
-47377.84 2.443202 0.1445939 0.9751862 0.7772798 0.1112714 0 0.744462155504152 ENSG00000150457_LATS2
-22212.44 2.400855 0.3164943 0.9599882 0.4342162 0.8361428 0 0.146794250467792 ENSG00000106785_TRIM14
-42844.11 3.022061 0.9392986 0.9824093 2.321337 1.37595 0 1.80059373308904 ENSG00000134588_USP26
-4472.323 2.911846 0.07702163 1.046679 2.549525 1.962028 0 2.66118004429154 ENSG00000175063_UBE2C
-21876.19 3.530448 0.2549272 0.9428848 0.0097003 4.336091 0 0.155367107363418 ENSG00000104549_SQLE
-4330.558 1.905768 0.1639882 1.019429 2.658891 2.178557 0 2.4353837762028 ENSG00000067955_CBFB
-30172.72 2.950584 0.1828081 1.214184 6.548776 9.501015 0 2.43603025423363 ENSG00000145730_PAM
-11894.83 3.104593 0.4333789 1.017686 2.384604 1.941983 0 2.62272455147468 ENSG00000166069_TMCO5A
-24861.41 2.684645 0.1635258 1.038614 2.250274 1.420959 0 1.98134075989947 ENSG00000058272_PPP1R12A
-9552.98 3.245626 0.1876846 0.9993891 1.621227 0.3841917 0 2.35071130329743 ENSG00000141698_NT5C3B
-10995.59 3.199771 0.3190259 0.9575437 0.6347917 0.2344415 0 1.95620236848481 ENSG00000105967_TFEC
-24182.39 3.271335 0.1042632 1.056033 2.516184 3.032287 0 2.36299346806481 ENSG00000119638_NEK9
-8106.515 2.881546 0.07878557 0.9897338 1.089979 0.01170468 0 0.484366325195879 ENSG00000108219_TSPAN14
-24983.79 2.496141 0.461224 0.9946524 2.094368 1.443886 0 2.84358406439424 ENSG00000130413_STK33
-7666.525 3.053685 0.04515413 1.028494 1.673738 0.3341899 0 0.774809919996187 ENSG00000221914_PPP2R2A
-18019.18 3.723507 0.06359398 1.009065 1.529607 0.326217 0 0.901339721633121 ENSG00000161204_ABCF3
-10519.73 4.014037 0.09126557 1.018152 1.689154 0.5262903 0 1.21970122936182 ENSG00000149532_CPSF7
-39000.94 1.981387 0.0975267 0.9873176 1.201794 -0.03950464 0 1.0458501954563 ENSG00000127511_SIN3B
-35733.12 3.86934 0.1920631 1.118232 4.426205 8.151413 0 1.91631067497656 ENSG00000168813_ZNF507
-8918.484 3.398615 0.1159309 0.9766167 0.748882 0.1181418 0 0.0774929684121162 ENSG00000112218_GPR63
-11314.19 3.5623 0.05462196 0.9348279 0.000526911 4.068168 1 0.344874321715906 ENSG00000145349_CAMK2D
-22452.41 1.967352 0.1721106 0.9756855 0.32369 0.8002059 0 2.35245341411792 ENSG00000184545_DUSP8
-11402.71 2.585055 0.09864242 0.9824405 0.8362697 0.04875062 0 0.54712094203569 ENSG00000128203_ASPHD2
-33627.6 2.399601 0.568594 0.95191 0.2780884 1.492743 0 0.215551164234057 ENSG00000019169_MARCO
-22679.38 3.282824 0.1667089 0.9503214 0.2008158 2.232833 0 0.216021444881335 ENSG00000169299_PGM2
-2235.985 2.006485 0.1526745 0.9708428 0.7659899 0.03589515 0 1.60912379762158 ENSG00000244687_UBE2V1
-8329.515 3.912831 0.05284214 0.9543731 4.238763e-05 2.074861 0 0.268062880961224 ENSG00000165495_PKNOX2
-38668.03 3.201721 0.1710867 0.9997832 1.379944 0.2099603 0 0.88924279413186 ENSG00000113810_SMC4
-48980.66 3.314577 0.14859 1.009588 2.021827 1.858132 0 1.12953864061274 ENSG00000186635_ARAP1
-15391.61 3.174377 0.1679218 0.9788065 0.8145146 0.06287941 0 0.998263118555769 ENSG00000197079_KRT35
-43105.76 2.961789 0.2616334 0.9622962 0.2161194 1.570738 0 1.44978520274162 ENSG00000167992_VWCE
-29115.87 3.578976 0.1044391 1.022047 1.783862 0.4871844 0 2.35478565841913 ENSG00000121741_ZMYM2
-20683.37 2.542783 0.1569995 0.9601513 0.3818274 1.651632 0 0.133306579431519 ENSG00000163053_SLC16A14
-9854.117 3.5003 0.06835394 1.0672 2.634012 1.605572 0 1.47156582470052 ENSG00000089006_SNX5
-27911.35 2.881139 0.1897825 0.9744543 0.8698191 0.02870987 0 0.680733715184033 ENSG00000137571_SLCO5A1
-77077.35 2.877728 0.2156736 0.9857838 1.21087 0.06079153 0 1.18864485737868 ENSG00000135749_PCNXL2
-14290.92 2.623534 0.1467444 1.150228 5.154452 8.216234 0 2.32833315501921 ENSG00000188517_COL25A1
-10963.01 2.660813 0.2035979 0.9578174 0.3052309 1.874231 0 0.19053765758872 ENSG00000131238_PPT1
-9783.727 2.544669 0.0926166 0.9693604 0.3152208 3.294968 0 0.313921368448064 ENSG00000160087_UBE2J2
-75707.89 3.187053 0.259505 0.9636363 0.6355056 0.4016371 0 0.387857539812103 ENSG00000100815_TRIP11
-30945.03 3.037265 0.1053646 1.017079 1.985419 0.8453969 0 1.92425414943136 ENSG00000070915_SLC12A3
-3759.623 2.236713 0.06703411 0.9794017 0.8711607 0.01824075 0 1.59913295670412 ENSG00000134108_ARL8B
-17166.38 3.569901 0.07816037 0.9958174 1.040997 0.002483766 0 0.959928994998336 ENSG00000126804_ZBTB1
-21751.58 3.539382 0.1098748 1.059002 2.331172 2.853483 0 1.30280312220566 ENSG00000164100_NDST3
-9151.431 3.429563 0.1291378 1.132015 4.319431 6.358864 0 2.96543409931473 ENSG00000148175_STOM
-9714.988 3.487747 0.1304282 1.016266 1.872803 0.7580351 0 2.11827748990618 ENSG00000162878_PKDCC
-12424.01 3.000402 0.1769771 1.00184 1.717865 0.3894076 0 1.35332750226371 ENSG00000165621_OXGR1
-16583.48 2.437806 0.1809728 1.093535 4.405817 6.348218 0 2.71297544776462 ENSG00000182827_ACBD3
-2581.775 2.311056 0.07707161 1.01392 1.78772 0.4620396 0 1.02258003037423 ENSG00000167088_SNRPD1
-55997.55 2.567159 0.1534567 0.9981539 1.453043 0.3664023 0 0.542281932430342 ENSG00000256463_SALL3
-17543.13 3.216942 0.1488011 0.9763672 0.8015075 0.07869758 0 0.814266366418451 ENSG00000033327_GAB2
-27043.64 3.154227 0.3007447 1.003314 2.122946 1.976826 0 2.02937315893359 ENSG00000172059_KLF11
-15970.32 3.584002 0.02342535 0.9780987 0.6308139 0.3806058 0 0.349893827922642 ENSG00000114742_WDR48
-4490.281 3.430128 0.146851 1.00795 1.472059 0.1706718 0 0.811455451184884 ENSG00000151287_TEX30
-5315.646 3.225293 0.1817386 1.003655 1.474981 0.23155 0 2.04922693641856 ENSG00000163440_PDCL2
-18718.51 3.141673 0.1087324 0.9447114 1.398367e-05 3.3424 0 0.449988008011132 ENSG00000135387_CAPRIN1
-9497.964 3.398888 0.1957248 1.026584 2.433576 1.589569 0 2.40376678411849 ENSG00000182919_C11orf54
-14579.45 3.32445 0.1122598 1.122647 4.275346 3.996354 0 2.92417069058865 ENSG00000163848_ZNF148
-37097.74 3.138597 0.419493 0.9845935 1.486178 0.3283081 0 1.60770081938244 ENSG00000100099_HPS4
-7206.176 3.829694 0.05154119 1.079972 2.820247 2.006299 0 2.9836851451546 ENSG00000189120_SP6
-24292.36 2.801008 0.2315334 0.9498328 6.205814e-06 4.125021 0 0.0972032484132797 ENSG00000108651_UTP6
-18662.75 3.068949 0.2293684 0.9797435 1.024564 -0.0004345021 0 0.369689245009795 ENSG00000154781_CCDC174
-30879.14 3.931995 0.1638166 1.005295 1.718542 0.4729246 0 2.59787358948961 ENSG00000111087_GLI1
-5274.141 2.902421 0.0235321 0.9884743 0.9142064 0.007404676 0 0.693918207893148 ENSG00000198791_CNOT7
-10910.65 3.682518 0.08876062 1.034816 2.089052 1.333855 0 2.28727137926035 ENSG00000138413_IDH1
-17909.55 2.919366 0.1807256 0.9666606 0.4331533 1.305776 0 0.210783409886062 ENSG00000103423_DNAJA3
